año,trimestre,provincia,hasta_512kbps,512_kbps_1mbps,1mbps_6mbps,6mbps_10mbps,10mbps_20mbps,20mbps_30mbps,30mbps_x,otras_velocidades,total_x,accesos_100_hogares,banda_ancha_fija,dial_up,total_y
2018,3,Río Negro,409,5221,75929,512,14912,847,4332,3719,113504,50.54,112433,1059,113492
2018,3,Salta,116,3721,61795,32782,25582,9224,502,0,133722,39.43,132882,1,132883
2018,3,San Juan,22,1326,62525,180,312,3,1,0,64369,33.05,63823,658,64481
2018,3,San Luis,57,109,1917,5294,119,63,2,1902,74362,52.35,74121,300,74421
2018,3,Santa Cruz,26,116,32815,778,206,1,3,0,33945,32.73,33565,434,33999
2018,3,Santa Fe,467,36786,269211,115907,162545,62479,31266,13911,692572,63.41,694883,217,6951
2018,3,Santiago Del Estero,41,255,6026,19116,3806,64,265,0,86102,36.25,86358,2,8636
2018,3,Tierra Del Fuego,6,187,41569,227,231,24,13,0,443,92.77,45056,508,45564
2018,3,Tucumán,16,5993,81559,43282,27062,941,12187,0,17104,41.68,171135,31,171166
2018,2,Buenos Aires,1009,81354,1459443,295457,816056,536049,199589,113357,3502314,62.78,3490134,10565,3500699
2018,2,Capital Federal,73,9234,290291,219166,445345,264805,142253,0,1371167,106.53,1362498,6688,1369186
2018,2,Catamarca,34,2414,14624,6112,4347,36,6,65,34073,32.86,34078,11,34089
2018,2,Chaco,70,2968,34167,24282,21887,9251,463,1035,9829,31.25,98509,12,98521
2018,2,Chubut,67,4471,85598,5369,4,5,9,501,100533,54.9,98137,2427,100564
2018,2,Córdoba,81,21779,21963,102596,244291,78852,3495,811,710289,63.27,712979,94,713073
2018,2,Corrientes,11,7047,38268,24066,17926,678,3862,0,9796,33.81,97946,11,97957
2018,2,Entre Ríos,18,8179,94459,4457,34281,12012,592,0,199439,49.2,199937,48,199985
2018,2,Formosa,111,3568,22409,5176,9727,1313,1243,0,44546,29.43,44554,0,44554
2018,2,Jujuy,345,332,29319,8083,3977,44,7,0,45095,23.43,45132,1,45133
2018,2,La Pampa,244,8797,68083,2409,965,969,179,698,82344,71.04,82177,244,82421
2018,2,La Rioja,9,1384,40679,4198,564,20,15,0,51945,50.98,51931,17,51948
2018,2,Mendoza,20,1658,164596,515,266,17,72,33788,200932,36.97,199468,1484,200952
2018,2,Misiones,48,6092,39489,23569,23747,11888,3866,0,108699,31.63,106147,0,106147
2018,2,Neuquén,1396,2408,56035,1314,26417,12442,8551,6105,114668,60.24,113842,2006,115848
2018,2,Río Negro,409,5298,75056,523,1648,6663,3725,3975,112129,50.15,111176,1059,112235
2018,2,Salta,116,399,61763,33285,28431,7239,182,0,135006,39.94,134166,1,134167
2018,2,San Juan,22,1378,57591,11,0,3,0,5068,64073,32.95,63443,658,64101
2018,2,San Luis,57,101,11992,11,0,7,2,9284,21454,15.15,21168,300,21468
2018,2,Santa Cruz,26,120,286,655,100,1,3,4267,33772,33.33,3397,435,34405
2018,2,Santa Fe,744,34267,262603,112143,17554,50525,26512,22257,684591,62.57,684243,309,684552
2018,2,Santiago Del Estero,41,2717,41362,18721,3278,31,31,17589,8377,35.26,83773,2,83775
2018,2,Tierra Del Fuego,6,188,40912,2217,75,0,0,107,43505,91.61,44199,508,44707
2018,2,Tucumán,16,6735,79899,44968,27059,1084,8784,1305,16985,41.51,169926,31,169957
2018,1,Buenos Aires,1514,74766,1445752,292732,886678,480237,184203,105818,3471700,62.63,3464882,10564,3475446
2018,1,Capital Federal,89,10039,292566,222737,487826,227953,127384,0,1368594,106.24,1359882,6688,1366570
2018,1,Catamarca,34,2896,1477,6145,3539,41,4,65,33929,32.79,33934,11,33945
2018,1,Chaco,70,3261,32516,24488,23296,8219,3897,1035,96782,30.83,96925,12,96937
2018,1,Chubut,67,4314,83161,5358,4,5,9,501,97928,53.72,95532,2427,97959
2018,1,Córdoba,281,23922,222815,1043,266259,57137,29228,10049,713991,63.52,713825,101,713926
2018,1,Corrientes,11,5005,37152,24038,19068,589,3256,0,9442,32.66,94406,11,94417
2018,1,Entre Ríos,18,8861,9008,45599,37401,9818,5071,0,196848,48.68,197346,48,197394
2018,1,Formosa,111,3803,10092,5117,10061,1091,1046,0,3232,21.4,32328,0,32328
2018,1,Jujuy,345,4807,27219,8044,3925,49,4,0,44393,23.12,44405,1,44406
2018,1,La Pampa,245,8119,67104,1616,1076,614,98,3503,82375,71.75,82668,396,83064
2018,1,La Rioja,9,1485,4068,4217,5831,19,1,0,52242,51.44,52228,17,52245
2018,1,Mendoza,20,1662,164599,501,266,19,72,33788,200927,37.07,199463,1484,200947
2018,1,Misiones,48,47,3582,23291,26223,10241,3219,0,103542,30.96,10358,0,10358
2018,1,Neuquén,1396,2367,59468,1311,29012,9709,7378,6105,116746,61.52,115897,2006,117903
2018,1,Río Negro,409,5333,74894,530,17997,4972,3129,3975,111239,49.82,110057,1062,111119
2018,1,Salta,116,4459,60334,33088,30771,5145,88,0,134001,39.78,133182,1,133183
2018,1,San Juan,22,1058,57078,11,0,3,0,5068,6324,32.61,6261,658,63268
2018,1,San Luis,57,101,1192,11,0,7,2,9284,21382,15.15,21096,300,21396
2018,1,Santa Cruz,26,120,286,655,100,1,3,4267,33772,33.55,3397,435,34405
2018,1,Santa Fe,1359,33639,262008,108576,1889,39589,22801,23181,680053,62.28,679717,309,680026
2018,1,Santiago Del Estero,41,291,41298,18914,3449,33,2,17589,84236,34.99,82916,2,82918
2018,1,Tierra Del Fuego,6,307,33987,2,0,0,0,107,34409,65.2,31106,508,31614
2018,1,Tucumán,16,7472,78811,45675,26405,1218,7082,1305,167984,41.18,168026,31,168057
2017,4,Buenos Aires,3865,55046,1551194,264645,712513,33514,151747,114182,3188332,57.61,3171206,1069,3181896
2017,4,Capital Federal,314,31411,517018,28404,45812,178396,114939,0,1584238,122.9,1575418,6906,1582324
2017,4,Catamarca,34,3182,15315,5904,2927,43,2,2151,29558,28.62,29548,10,29558
2017,4,Chaco,70,3432,37144,24088,20123,729,3289,1035,96471,30.81,96603,12,96615
2017,4,Chubut,67,4313,83676,5355,7,5,9,0,93432,51.46,91012,2428,9344
2017,4,Córdoba,291,25411,280837,102892,217602,40898,24251,8429,700611,63.33,709874,105,709979
2017,4,Corrientes,11,522,4108,23686,16046,5053,2675,0,93771,32.52,9376,11,93771
2017,4,Entre Ríos,1685,9078,95466,45189,3001,7958,4113,0,193499,47.89,193654,49,193703
2017,4,Formosa,111,4061,1322,4867,6996,977,824,0,32055,21.27,32056,0,32056
2017,4,Jujuy,345,5364,26566,7721,3507,44,3,0,4355,22.74,43551,1,43552
2017,4,La Pampa,310,8729,66053,1227,792,391,81,3503,81086,71.05,81675,396,82071
2017,4,La Rioja,9,1488,40777,4083,5813,22,3,0,52195,51.57,52177,17,52194
2017,4,Mendoza,26,1656,177646,438,278,29,81,0,180154,33.33,178661,149,180151
2017,4,Misiones,1053,39,41723,23131,22262,9091,2735,0,103895,31.14,103895,0,103895
2017,4,Neuquén,1396,2372,68036,1325,22781,7528,63,6105,115843,61.24,114965,2006,116971
2017,4,Río Negro,409,5598,81078,485,12502,3447,244,3719,109678,49.38,108702,1062,109764
2017,4,Salta,636,4275,73284,32842,18968,3559,84,0,133648,39.8,132811,1,132812
2017,4,San Juan,22,1062,57525,9,0,2,2,0,58622,30.3,57965,659,58624
2017,4,San Luis,59,101,12822,8,0,1,7,1902,149,10.59,14604,300,14904
2017,4,Santa Cruz,68,78,29073,655,100,1,3,0,29978,28.91,29018,434,29452
2017,4,Santa Fe,3109,34132,309998,108939,151329,30736,19602,14119,671964,61.71,672137,323,67246
2017,4,Santiago Del Estero,41,3091,43544,18773,3359,32,2,0,68842,29.13,68842,2,68844
2017,4,Tierra Del Fuego,6,310,31334,2,0,0,0,0,31652,59.89,28346,508,28854
2017,4,Tucumán,105,8164,7875,45241,24318,1303,4367,0,162248,39.9,162298,34,162332
2017,3,Buenos Aires,6577,51411,1733479,311652,676137,140812,1084,0,3028468,55.63,3046758,11202,3057960
2017,3,Capital Federal,283,33924,590689,311411,4263,120675,91917,0,1575199,121.86,1563289,707,1570359
2017,3,Catamarca,52,3204,15383,5758,2563,50,1,0,27011,32.49,33467,11,33478
2017,3,Chaco,95,3496,40059,23008,20307,3827,2004,0,92796,29.98,93747,12,93759
2017,3,Chubut,436,3989,71843,2336,3,0,0,0,78607,46.22,81067,2477,83544
2017,3,Córdoba,327,26154,309161,100113,189302,38131,16741,0,679929,62.31,696536,108,696644
2017,3,Corrientes,24,5629,44305,22785,15576,2635,1607,0,92561,32.17,92536,12,92548
2017,3,Entre Ríos,1691,7545,98032,42947,29011,3878,2397,0,185501,45.96,185414,50,185464
2017,3,Formosa,1063,3716,13752,5187,6056,899,459,0,31132,21.35,32105,0,32105
2017,3,Jujuy,337,5723,26835,7369,2962,41,2,0,43269,22.65,43241,1,43242
2017,3,La Pampa,343,8244,64794,855,588,327,51,0,75202,69.14,7928,410,7969
2017,3,La Rioja,16,1497,40882,3899,5604,23,3,0,51924,51.47,51896,17,51913
2017,3,Mendoza,32,95,158461,115,67,29,19,0,158818,35.7,190958,1533,192491
2017,3,Misiones,1058,4123,429,22808,23913,3843,1881,0,100526,30.21,100476,0,100476
2017,3,Neuquén,2036,1457,72532,1034,20213,7067,4937,0,109276,60.83,113755,2029,115784
2017,3,Río Negro,422,5641,839,306,10116,2965,1659,0,105009,48.52,106393,1103,107496
2017,3,Salta,645,4494,7883,32433,1462,2315,63,0,1334,39.84,132517,1,132518
2017,3,San Juan,31,1077,57582,1,0,2,2,0,58695,32.37,61789,660,62449
2017,3,San Luis,63,3,12325,7,0,1,7,0,12406,15.48,21408,311,21719
2017,3,Santa Cruz,188,23,29102,542,66,33,1,0,29955,33.29,33222,468,3369
2017,3,Santa Fe,3116,34019,320017,104453,125339,24536,12982,0,624462,60.91,662086,256,662342
2017,3,Santiago Del Estero,69,3288,40435,18489,3047,30,2,0,6536,35.12,82792,2,82794
2017,3,Tierra Del Fuego,9,297,33858,0,0,0,0,0,34164,65.74,30883,583,31466
2017,3,Tucumán,109,8948,8307,45302,20514,1361,655,0,159959,39.7,160979,33,161012
2017,2,Buenos Aires,7548,47472,1910156,299009,573298,93059,46178,0,2976720,56.27,3067430,11201,3078631
2017,2,Capital Federal,556,35663,726223,30497,378571,80234,37977,0,1564194,124.06,1592175,8016,1600191
2017,2,Catamarca,15,3318,15655,5325,2342,47,1,0,26703,25.98,26692,13,26705
2017,2,Chaco,191,3733,4259,22349,18044,3157,545,0,90609,29.05,90597,14,90611
2017,2,Chubut,403,4186,7376,188,0,0,0,0,80229,35.55,62245,173,63975
2017,2,Córdoba,251,26862,370865,88479,146683,20351,5069,0,65856,58.97,657505,133,657638
2017,2,Corrientes,15,5912,46483,21776,13043,2218,647,0,90094,31.39,90085,12,90097
2017,2,Entre Ríos,168,7944,104422,418,23524,2604,823,0,182797,45.39,182675,57,182732
2017,2,Formosa,1486,3419,14787,4795,4583,749,139,0,29958,19.97,29956,0,29956
2017,2,Jujuy,311,5877,26915,6974,2538,42,1,0,42658,22.4,42656,1,42657
2017,2,La Pampa,356,8633,59045,558,336,244,21,0,69193,63.49,72573,449,73022
2017,2,La Rioja,9,1554,9304,3599,1796,24,2,0,16288,16.2,16271,18,16289
2017,2,Mendoza,109,24,177203,92,50,5,22,0,177505,31.76,169302,1451,170753
2017,2,Misiones,1011,4447,47244,22033,21599,2892,570,0,99796,30.09,99794,0,99794
2017,2,Neuquén,1542,1395,81272,849,18051,4774,1703,0,109586,61.91,115321,2112,117433
2017,2,Río Negro,973,5606,88085,245,799,1921,559,0,105379,46.02,100621,998,101619
2017,2,Salta,594,4719,67576,23185,11333,1068,76,0,108551,32.74,10854,1,108541
2017,2,San Juan,15,193,58588,0,0,0,4,0,588,26.96,51261,620,51881
2017,2,San Luis,8,4,14014,0,0,1,2,0,14029,9.51,12992,315,13307
2017,2,Santa Cruz,188,24,30913,541,66,33,0,0,31765,26.25,26019,369,26388
2017,2,Santa Fe,4967,38721,31183,92854,97563,16794,4275,0,567004,52.27,566918,362,56728
2017,2,Santiago Del Estero,26,3539,20384,6432,2802,16,0,0,33199,14.12,33194,2,33196
2017,2,Tierra Del Fuego,16,285,35409,0,0,0,0,0,3571,68.46,31938,619,32557
2017,2,Tucumán,96,9236,83342,42536,17788,1371,21,0,15439,38.19,154374,37,154411
2017,1,Buenos Aires,6017,83918,2057698,402315,52354,90937,22299,0,3186724,58.57,3178174,11202,3189376
2017,1,Capital Federal,510,1409,678922,218487,277195,66536,19881,0,1262940,108.37,1391030,8016,1399046
2017,1,Catamarca,15,3328,15861,4901,2161,49,0,0,26315,25.66,26304,13,26317
2017,1,Chaco,191,3835,44544,21467,15671,3025,314,0,89047,28.62,89036,14,8905
2017,1,Chubut,401,4182,73759,1808,0,0,0,0,8015,35.66,62166,173,63896
2017,1,Córdoba,50,28732,391556,82011,118643,19035,2071,0,642098,57.65,641066,133,641199
2017,1,Corrientes,15,604,48149,20586,11468,2044,303,0,88605,30.94,88596,12,88608
2017,1,Entre Ríos,168,808,108379,39146,20562,2254,317,0,180418,44.91,180296,57,180353
2017,1,Formosa,1535,3538,15473,4446,4058,635,22,0,29707,19.84,29705,0,29705
2017,1,Jujuy,330,6213,27824,6486,2306,44,0,0,43203,22.76,43202,1,43203
2017,1,La Pampa,362,9279,57739,331,192,165,11,0,68079,62.67,71458,455,71913
2017,1,La Rioja,9,1578,9486,3409,1718,22,2,0,16224,16.2,16207,18,16225
2017,1,Mendoza,106,15,177201,86,50,5,22,0,177485,31.84,169282,1451,170733
2017,1,Misiones,101,4665,4595,23847,19356,2627,166,0,97621,29.52,97619,0,97619
2017,1,Neuquén,1547,1418,83813,902,1513,4223,458,0,107491,61.02,113227,2112,115339
2017,1,Río Negro,986,5647,89622,246,6738,1594,200,0,105033,46.03,100288,1,101288
2017,1,Salta,579,4861,70922,21554,9386,267,74,0,107643,32.58,107632,1,107633
2017,1,San Juan,8,192,58588,0,0,0,4,0,58792,27.04,51253,620,51873
2017,1,San Luis,8,4,14014,0,0,1,2,0,14029,9.55,12992,315,13307
2017,1,Santa Cruz,190,23,31078,474,68,30,0,0,31863,26.52,26116,370,26486
2017,1,Santa Fe,4966,39463,340418,77152,83008,15775,1831,0,562613,51.97,56252,362,562882
2017,1,Santiago Del Estero,26,3772,21659,6218,2786,17,0,0,34478,14.7,34473,2,34475
2017,1,Tierra Del Fuego,16,285,35409,0,0,0,0,0,3571,68.92,31938,619,32557
2017,1,Tucumán,96,9682,8647,39155,15951,1383,13,0,15275,37.9,152734,37,152771
2016,4,Buenos Aires,6055,86281,2085605,403575,467398,72348,17279,0,3138541,61.24,3131499,11202,3142701
2016,4,Capital Federal,517,1477,704324,225723,264582,53506,16756,0,1266885,120.63,1393443,8016,1401459
2016,4,Catamarca,15,3478,16519,4889,2077,54,0,0,27032,26.54,27021,13,27034
2016,4,Chaco,191,3983,45634,21323,14887,2586,250,0,88854,28.79,88833,14,88847
2016,4,Chubut,401,4493,73951,1352,0,0,0,0,80197,36.07,62035,173,63765
2016,4,Córdoba,50,2938,404645,77966,108368,15458,1606,0,637473,57.7,636422,133,636555
2016,4,Corrientes,15,6109,48995,20187,10908,1645,234,0,88093,30.98,88084,12,88096
2016,4,Entre Ríos,168,8253,110296,38491,19509,1801,280,0,18031,45.21,180188,57,180245
2016,4,Formosa,1573,3519,15791,4114,3855,649,17,0,29518,19.85,29513,0,29513
2016,4,Jujuy,303,6225,27778,6143,2134,43,0,0,42626,22.65,42624,1,42625
2016,4,La Pampa,368,9789,56694,16,335,132,11,0,67345,63.02,71368,460,71828
2016,4,La Rioja,9,1646,9635,3334,1675,13,3,0,16315,16.46,16298,18,16316
2016,4,Mendoza,114,16,177194,79,49,5,20,0,177477,32.11,169274,1451,170725
2016,4,Misiones,101,4783,47454,23433,18371,2215,126,0,97392,29.72,9739,0,9739
2016,4,Neuquén,1539,1406,84859,792,14153,3073,271,0,106093,60.87,111723,2112,113835
2016,4,Río Negro,998,2953,92967,248,6317,1174,122,0,104779,46.39,10002,1,10102
2016,4,Salta,577,5027,71636,20787,8611,239,70,0,106947,32.69,106934,1,106935
2016,4,San Juan,8,220,58608,0,0,0,4,0,5884,27.29,51301,620,51921
2016,4,San Luis,8,4,14014,0,0,1,2,0,14029,9.64,12992,315,13307
2016,4,Santa Cruz,189,23,31369,342,80,10,0,0,32013,27.05,26094,370,26464
2016,4,Santa Fe,4966,40102,349722,74401,77667,13155,1529,0,561542,52.19,56147,362,561832
2016,4,Santiago Del Estero,26,3925,22246,6178,2664,15,0,0,35054,15.07,35049,2,35051
2016,4,Tierra Del Fuego,16,285,35409,0,0,0,0,0,3571,70.31,31938,619,32557
2016,4,Tucumán,96,10021,87994,37721,14389,14,10,0,151631,37.98,151615,37,151652
2016,3,Buenos Aires,5856,107945,2148475,39353,399116,529,13318,0,3121140,60.14,3075387,11205,3086592
2016,3,Capital Federal,331,995,759028,208249,240856,38341,13886,0,1261686,120.77,1395053,8051,1403104
2016,3,Catamarca,15,4038,16183,4845,1853,50,0,0,26984,26.48,26957,13,2697
2016,3,Chaco,190,5227,46821,21193,13746,2022,217,0,89416,28.91,89216,14,8923
2016,3,Chubut,466,519,74375,674,0,0,0,0,80705,36.18,62222,173,63952
2016,3,Córdoba,48,41329,415075,75988,99225,11691,1322,0,644678,58.24,642458,133,642591
2016,3,Corrientes,15,7425,49471,19956,10006,1263,210,0,88346,31.07,88328,12,8834
2016,3,Entre Ríos,1768,10657,110844,38665,17737,1307,248,0,181226,45.44,181092,57,181149
2016,3,Formosa,1723,4277,15581,3964,3658,648,10,0,29861,18.64,27716,0,27716
2016,3,Jujuy,286,6878,27425,5943,1978,31,0,0,42541,22.61,42537,1,42538
2016,3,La Pampa,374,10187,55792,15,224,114,11,0,66717,61.73,69903,461,70364
2016,3,La Rioja,9,2349,9686,3316,1562,11,2,0,16935,17.07,16912,18,1693
2016,3,Mendoza,37,10,178186,73,48,5,17,0,178376,32.09,169174,145,170624
2016,3,Misiones,101,603,48871,23394,17043,1559,91,0,97998,29.91,97997,0,97997
2016,3,Neuquén,1531,1527,87404,680,12541,2118,225,0,106026,60.21,110491,2112,112603
2016,3,Río Negro,1007,6026,90689,207,5953,790,99,0,104771,46.39,100024,1002,101026
2016,3,Salta,1107,6922,71214,20229,8099,197,50,0,107818,32.96,10779,1,107791
2016,3,San Juan,8,245,58577,0,0,0,2,0,58832,27.32,51348,620,51968
2016,3,San Luis,7,4,14077,0,0,1,2,0,14091,9.63,12978,315,13293
2016,3,Santa Cruz,189,22,31904,221,52,9,0,0,32397,26.84,25886,371,26257
2016,3,Santa Fe,3958,49501,360606,72657,69864,1021,1308,0,568104,52.67,566625,386,567011
2016,3,Santiago Del Estero,26,5097,22747,6216,2497,9,0,0,36592,15.33,35658,2,3566
2016,3,Tierra Del Fuego,16,285,3508,0,0,0,0,0,35381,68.94,31306,619,31925
2016,3,Tucumán,127,12247,8797,36518,1315,1288,4,0,151304,37.9,151282,37,151319
2016,2,Buenos Aires,10786,133385,2250898,335296,334723,31494,11933,0,3108515,59.34,3032776,12515,3045291
2016,2,Capital Federal,4352,1736,859039,146091,21301,19597,13477,0,1257302,120.04,1384824,976,1394584
2016,2,Catamarca,15,5736,14742,4567,1496,47,1,0,26604,26.07,26543,13,26556
2016,2,Chaco,197,8063,45823,20346,1209,1571,201,0,88291,28.59,88235,16,88251
2016,2,Chubut,572,5421,73078,775,0,0,0,0,79846,36.12,62116,174,63856
2016,2,Córdoba,258,5705,437547,7198,82618,8355,1242,0,65905,57.55,63468,234,634914
2016,2,Corrientes,41,10018,47916,192,8851,803,191,0,8702,30.58,86932,24,86956
2016,2,Entre Ríos,4734,16368,115,36917,15522,849,205,0,189595,44.74,178194,179,178373
2016,2,Formosa,1675,5401,1437,3569,3218,593,10,0,28836,19.37,28801,1,28802
2016,2,Jujuy,2561,8292,25301,5589,175,3,0,0,43496,21.89,41187,2,41189
2016,2,La Pampa,429,10616,63928,15,119,96,11,0,75214,60.44,68403,485,68888
2016,2,La Rioja,10,3151,9043,319,1344,3,5,0,16746,16.88,16718,18,16736
2016,2,Mendoza,437,30,176922,61,44,5,20,0,177519,32.13,169274,155,170824
2016,2,Misiones,1973,7899,49586,21385,1482,1073,96,0,96832,29.24,95808,7,95815
