año,trimestre,provincia,hasta_512kbps,512_kbps_1mbps,1mbps_6mbps,6mbps_10mbps,10mbps_20mbps,20mbps_30mbps,30mbps_x,otras_velocidades,total_x,accesos_100_hogares,banda_ancha_fija,dial_up,total_y
2016,2,Neuquén,1916,1691,88854,583,10241,1285,208,0,104778,59.1,108224,2291,110515
2016,2,Río Negro,1189,6107,92158,194,4877,520,86,0,105131,46.24,99631,1073,100704
2016,2,Salta,216,10123,70875,18759,7129,140,49,0,109235,32.08,104929,3,104932
2016,2,San Juan,10,273,57589,0,0,0,4,0,57876,27.34,51392,621,52013
2016,2,San Luis,12,4,13931,0,0,1,2,0,1395,9.6,12939,317,13256
2016,2,Santa Cruz,244,26,31995,142,20,0,0,0,32427,26.73,25797,356,26153
2016,2,Santa Fe,9486,67325,37496,68505,60469,6509,1277,0,588531,52.44,563867,607,564474
2016,2,Santiago Del Estero,704,6705,22208,5943,2108,1,0,0,37669,15.89,36958,3,36961
2016,2,Tierra Del Fuego,16,286,38773,0,0,0,0,0,39075,67.72,3074,619,31359
2016,2,Tucumán,231,18515,83945,33891,1131,1032,2,0,148926,37.24,148636,41,148677
2016,1,Buenos Aires,7351,9788,2214760,289929,247372,8315,9529,0,2875136,57.34,2929903,12612,2942515
2016,1,Capital Federal,231,43686,869048,178665,192644,6577,10838,0,1303768,115.16,1328079,9817,1337896
2016,1,Catamarca,15,6102,14653,4241,1334,42,1,0,26388,25.91,26376,13,26389
2016,1,Chaco,194,8755,46304,19388,10587,1238,184,0,8665,28.08,86635,16,86651
2016,1,Chubut,94,5095,72396,1066,0,0,0,0,78651,36.09,6206,174,638
2016,1,Córdoba,148,59484,414452,65763,66455,4143,1039,0,611484,55.28,609692,234,609926
2016,1,Corrientes,29,1069,47833,18375,7911,526,170,0,85534,30.08,8551,26,85536
2016,1,Entre Ríos,2864,17749,104137,35104,14057,457,165,0,174533,43.85,174634,179,174813
2016,1,Formosa,1738,5731,14163,3229,2906,544,5,0,28316,19.04,28313,1,28314
2016,1,Jujuy,2543,8558,22383,5188,1623,0,0,0,40295,21.41,40287,2,40289
2016,1,La Pampa,426,11065,52117,15,78,71,11,0,63783,57.84,65442,487,65929
2016,1,La Rioja,10,3382,906,298,1254,2,3,0,16691,16.83,16673,18,16691
2016,1,Mendoza,235,21,175376,47,43,5,17,0,175744,32.12,169257,1553,17081
2016,1,Misiones,959,8502,50061,19195,13363,779,68,0,92927,28.37,92951,7,92958
2016,1,Neuquén,172,1737,8631,479,7893,143,171,0,98453,55.75,101969,2292,104261
2016,1,Río Negro,1171,6105,90038,203,4246,77,81,0,101921,45.84,98745,1077,99822
2016,1,Salta,1119,10765,65646,17748,6643,119,31,0,102071,31.32,102423,3,102426
2016,1,San Juan,9,309,56447,0,0,0,2,0,56767,27.33,51373,621,51994
2016,1,San Luis,8,4,13645,0,0,1,2,0,1366,9.59,12915,317,13232
2016,1,Santa Cruz,168,29,32188,8,0,0,0,0,32393,26.87,25931,356,26287
2016,1,Santa Fe,6492,71565,353525,64117,51293,3754,1063,0,551809,51.28,551378,618,551996
2016,1,Santiago Del Estero,703,7219,22805,5769,1898,0,0,0,38394,16.21,37695,3,37698
2016,1,Tierra Del Fuego,16,285,33003,0,0,0,0,0,33304,65.83,29867,619,30486
2016,1,Tucumán,106,20092,84008,3149,10046,871,0,0,146613,36.72,146596,41,146637
2015,4,Buenos Aires,7985,100303,2253197,27456,240188,3835,818,0,2888246,58.29,2946743,12642,2959385
2015,4,Capital Federal,2417,46568,916813,172029,198635,3087,10899,0,1350450,118.13,1360381,9845,1370226
2015,4,Catamarca,15,6513,14484,4106,1313,39,1,0,26471,26.24,26459,13,26472
2015,4,Chaco,194,9593,46771,18608,10092,1136,159,0,86553,28.35,86537,16,86553
2015,4,Chubut,625,5774,71881,168,0,0,0,0,78448,36.89,62279,174,64019
2015,4,Córdoba,148,63746,427471,62989,67151,3336,1088,0,625929,57.36,625835,235,62607
2015,4,Corrientes,29,11248,48104,17877,7569,456,150,0,85433,30.34,85409,26,85435
2015,4,Entre Ríos,2865,18883,104224,33989,13668,399,163,0,174191,44.11,173957,180,174137
2015,4,Formosa,1791,6081,14279,2704,2713,519,4,0,28091,19.07,28088,1,28089
2015,4,Jujuy,2551,8876,21867,5044,1587,0,0,0,39925,21.47,39922,2,39924
2015,4,La Pampa,592,12951,48798,16,63,49,10,0,62479,58.76,66054,312,66366
2015,4,La Rioja,10,3638,9127,2937,1215,2,3,0,16932,17.32,16914,18,16932
2015,4,Mendoza,241,23,174719,38,41,5,13,0,17508,32.49,169251,1556,170807
2015,4,Misiones,959,9169,51029,17281,1369,675,52,0,92855,28.69,92846,7,92853
2015,4,Neuquén,1727,2061,89678,455,7934,9,175,0,102039,58.29,105122,2294,107416
2015,4,Río Negro,3282,4473,89062,201,4024,5,75,0,101122,46.44,98655,1067,99722
2015,4,Salta,1122,11387,65677,17139,6507,99,5,0,101936,31.59,101917,3,10192
2015,4,San Juan,9,386,55761,0,0,0,2,0,56158,27.66,51408,621,52029
2015,4,San Luis,8,4,13473,0,0,1,2,0,13488,9.71,12901,317,13218
2015,4,Santa Cruz,188,26,32338,3,0,0,0,0,32555,27.74,26047,356,26403
2015,4,Santa Fe,6659,7577,361264,60985,51258,3079,1189,0,560204,52.61,561045,627,561672
2015,4,Santiago Del Estero,703,7836,23074,5669,1856,0,0,0,39138,17.0,39132,3,39135
2015,4,Tierra Del Fuego,16,285,32662,0,0,0,0,0,32963,66.46,29334,619,29953
2015,4,Tucumán,107,218,83887,29942,9507,837,0,0,14608,37.06,146053,42,146095
2015,3,Buenos Aires,8361,107351,2266948,262564,200491,2642,772,0,2856078,57.69,2916070,12695,2928765
2015,3,Capital Federal,2448,4934,942525,159618,175594,2028,10022,0,1341574,118.29,1362193,9875,1372068
2015,3,Catamarca,15,6871,14206,4143,812,43,1,0,26091,25.86,2608,13,26093
2015,3,Chaco,240,10353,47131,19016,7498,979,157,0,85374,27.96,85354,16,8537
2015,3,Chubut,641,5886,71668,167,0,0,0,0,78362,36.81,62143,174,63883
2015,3,Córdoba,150,68765,429787,61109,59372,2582,1048,0,622813,57.08,622761,237,622998
2015,3,Corrientes,33,11921,48127,18168,6111,453,146,0,84959,30.17,84931,28,84959
2015,3,Entre Ríos,2863,20385,10399,34788,9924,384,153,0,172487,43.68,172252,182,172434
2015,3,Formosa,1862,6521,14354,2791,1842,379,2,0,27751,18.84,27751,1,27752
2015,3,Jujuy,2549,9278,21588,5169,966,0,0,0,3955,21.27,39548,2,3955
2015,3,La Pampa,613,13087,4766,9,55,39,10,0,61473,57.96,64976,495,65471
2015,3,La Rioja,10,384,9102,2984,832,0,3,0,16771,17.15,16753,18,16771
2015,3,Mendoza,256,25,17343,45,18,5,13,0,173792,32.49,169261,1562,170823
2015,3,Misiones,958,9809,51234,17367,11654,559,43,0,91624,28.31,91615,7,91622
2015,3,Neuquén,1733,2124,85044,210,6599,2,155,0,95867,54.6,98376,224,100616
2015,3,Río Negro,3372,4457,88691,99,3826,1,62,0,100508,46.39,98529,1085,99614
2015,3,Salta,1126,12223,65405,17451,4318,61,5,0,100589,31.18,10057,3,100573
2015,3,San Juan,9,391,54963,0,0,0,2,0,55365,27.67,51409,621,5203
2015,3,San Luis,9,4,13286,0,0,1,2,0,13302,9.71,12902,317,13219
2015,3,Santa Cruz,190,25,32266,2,0,0,0,0,32483,27.61,25912,359,26271
2015,3,Santa Fe,6767,80817,363177,59531,42021,232,1133,0,555766,52.15,556097,641,556738
2015,3,Santiago Del Estero,703,8332,23158,5956,1249,0,0,0,39398,17.12,39394,3,39397
2015,3,Tierra Del Fuego,15,285,36408,2,0,0,0,0,3671,74.86,33118,619,33737
2015,3,Tucumán,107,23687,83654,29998,6232,623,0,0,144301,36.61,144272,42,144314
2015,2,Buenos Aires,8714,137189,2299705,243503,159922,201,6712,0,2857754,56.8,2871079,12711,2883790
2015,2,Capital Federal,2493,51799,990112,148569,142976,1482,9258,0,1346690,116.07,1336391,9893,1346284
2015,2,Catamarca,15,7253,14003,3776,593,37,1,0,25678,25.45,25666,13,25679
2015,2,Chaco,288,11058,47551,17675,6337,788,149,0,83846,27.46,83832,16,83848
2015,2,Chubut,656,6032,55791,168,0,0,0,0,62647,36.58,61745,174,63485
2015,2,Córdoba,156,72695,434717,54993,46415,1956,903,0,611835,55.87,60951,236,609746
2015,2,Corrientes,34,12542,48015,17184,5039,379,126,0,83319,29.58,83288,28,83316
2015,2,Entre Ríos,2864,21986,104043,32293,7867,354,136,0,169543,42.93,169309,183,169492
2015,2,Formosa,1881,6907,14247,2436,1324,257,1,0,27053,18.36,27013,37,2705
2015,2,Jujuy,2479,9474,20248,4792,730,0,0,0,37723,20.29,3772,2,37722
2015,2,La Pampa,5737,8182,46235,27,24,25,10,0,6024,56.71,63552,500,64052
2015,2,La Rioja,10,4082,9093,268,641,0,3,0,16509,16.88,16491,18,16509
2015,2,Mendoza,268,26,170451,42,16,5,13,0,170821,32.49,169259,1564,170823
2015,2,Misiones,958,1036,51671,15022,10072,408,33,0,88524,27.35,88512,7,88519
2015,2,Neuquén,1755,2348,82727,214,5168,2,110,0,92324,53.12,95644,2241,97885
2015,2,Río Negro,3413,4525,87362,97,324,1,51,0,98689,45.98,9764,1087,98727
2015,2,Salta,1123,1302,64737,16241,3114,29,5,0,98269,30.46,98264,3,98267
2015,2,San Juan,8,410,51568,0,0,0,2,0,51988,27.64,51367,621,51988
2015,2,San Luis,9,4,13204,0,0,1,2,0,1322,9.71,12904,317,13221
2015,2,Santa Cruz,210,25,25519,2,0,0,0,0,25756,27.07,25384,379,25763
2015,2,Santa Fe,6827,86016,364441,53205,33894,1856,1014,0,547253,51.18,545739,649,546388
2015,2,Santiago Del Estero,703,8779,23456,5553,888,0,0,0,39379,17.11,39375,3,39378
2015,2,Tierra Del Fuego,15,285,36073,2,0,0,0,0,36375,74.51,3296,619,33579
2015,2,Tucumán,107,25178,83462,26966,4502,455,0,0,14067,35.69,140635,42,140677
2015,1,Buenos Aires,8882,123589,2267852,22007,126958,1561,57,0,2754612,56.37,2847076,14766,2861842
2015,1,Capital Federal,2545,59084,1013510,134151,114569,1195,8401,0,1333455,114.9,1321139,11582,1332721
2015,1,Catamarca,13,7634,13754,3202,517,9,1,0,2513,25.11,25312,20,25332
2015,1,Chaco,26,12053,47425,15883,5346,489,135,0,81357,26.65,81329,31,8136
2015,1,Chubut,651,6176,57333,102,0,0,0,0,64262,37.61,63327,1946,65273
2015,1,Córdoba,157,78427,432802,46574,37443,1615,815,0,597833,54.7,596663,294,596957
2015,1,Corrientes,36,13295,47842,15554,4424,235,98,0,81484,28.95,81488,43,81531
2015,1,Entre Ríos,2867,23951,104168,28113,6926,274,119,0,166418,42.07,165839,231,16607
2015,1,Formosa,1891,7336,14413,2024,878,157,1,0,267,18.12,26657,43,267
2015,1,Jujuy,2458,9754,19858,3939,603,0,0,0,36612,19.69,36608,3,36611
2015,1,La Pampa,6059,8054,45038,26,10,13,10,0,5921,55.51,62155,542,62697
2015,1,La Rioja,11,4201,9379,2207,533,0,3,0,16334,16.7,1631,23,16333
2015,1,Mendoza,287,24,169763,38,16,6,11,0,170145,32.37,168355,1805,17016
2015,1,Misiones,958,11136,51906,12387,8543,194,26,0,8515,26.31,85139,7,85146
2015,1,Neuquén,1895,2577,80787,170,4067,2,76,0,89574,51.95,93373,2369,95742
2015,1,Río Negro,3371,4913,86173,94,2632,2,42,0,97227,45.33,96145,1188,97333
2015,1,Salta,1123,14151,64992,13955,2569,15,5,0,9681,30.01,96793,18,96811
2015,1,San Juan,8,445,51346,0,0,0,2,0,51801,27.55,51117,702,51819
2015,1,San Luis,10,8,1272,0,1,0,2,0,12741,9.72,12878,354,13232
2015,1,Santa Cruz,205,27,26048,2,0,0,0,0,26282,27.99,26217,424,26641
2015,1,Santa Fe,6883,93096,360964,4527,27597,1542,900,0,536252,50.24,53564,797,536437
2015,1,Santiago Del Estero,701,9236,23136,4796,748,0,0,0,38617,17.06,39244,8,39252
2015,1,Tierra Del Fuego,14,609,36319,2,0,0,0,0,36944,74.23,32726,730,33456
2015,1,Tucumán,107,27143,83895,23061,3722,334,0,0,138262,35.08,138184,92,138276
2014,4,Buenos Aires,8226,132937,2250445,20362,104322,997,5406,0,2705954,56.09,2801178,15229,2816407
2014,4,Capital Federal,2698,62896,1038269,123451,95772,890,7997,0,1331972,114.9,1318526,11994,1330520
2014,4,Catamarca,21,8047,14093,291,421,0,1,0,25493,25.51,25472,21,25493
2014,4,Chaco,483,12837,42106,7908,26,124,2,0,6606,21.87,65998,37,66035
2014,4,Chubut,1858,6218,60392,70,0,0,0,0,68538,40.25,66557,1985,68542
2014,4,Córdoba,1903,85362,427844,41947,30858,1177,782,0,589873,54.7,590113,319,590432
2014,4,Corrientes,40,1386,42182,7513,2106,0,9,0,6571,23.56,65656,54,6571
2014,4,Entre Ríos,2311,27801,88649,18318,3584,1,66,0,14073,36.03,140567,246,140813
2014,4,Formosa,1947,783,14058,1852,473,47,1,0,26208,17.96,26156,51,26207
2014,4,Jujuy,188,10427,1974,3443,465,0,0,0,35955,19.6,35999,3,36002
2014,4,La Pampa,6266,6879,3652,26,5,4,10,0,4971,51.27,56813,567,5738
2014,4,La Rioja,9,4333,9728,1943,386,0,3,0,16402,17.01,16379,23,16402
2014,4,Mendoza,303,19,169222,36,14,5,12,0,169611,32.64,167766,1848,169614
2014,4,Misiones,547,1184,53093,8731,2952,54,12,0,77229,24.16,77222,7,77229
2014,4,Neuquén,1731,2744,80938,126,3621,2,66,0,89228,52.55,92999,2397,95396
2014,4,Río Negro,364,4723,85094,94,2319,4,30,0,95904,45.48,9505,121,9626
2014,4,Salta,54,16214,63221,12552,1922,0,4,0,93967,29.53,93921,26,93947
2014,4,San Juan,11,478,51628,0,0,0,2,0,52119,28.04,5139,729,52119
2014,4,San Luis,9,0,13135,0,0,1,2,0,13147,9.79,12788,359,13147
2014,4,Santa Cruz,156,14,24145,1,1,0,0,0,25703,27.8,25277,436,25713
2014,4,Santa Fe,8707,99962,359293,36718,21098,869,824,0,527471,50.0,528459,938,529397
2014,4,Santiago Del Estero,1246,8913,24181,4359,602,0,0,0,39301,17.27,39308,9,39317
2014,4,Tierra Del Fuego,12,283,31489,2,0,0,0,0,31786,66.14,28249,741,2899
2014,4,Tucumán,17,28746,85091,20631,2733,196,0,0,137414,35.32,137329,95,137424
2014,3,Buenos Aires,7355,128187,2281524,156693,68947,243,4232,0,2647181,56.75,2835537,14028,2849565
2014,3,Capital Federal,840,78016,1060145,10217,70907,95,6626,0,1318799,113.8,1307195,1063,1317825
2014,3,Catamarca,19,8845,1379,1915,111,0,0,0,2468,24.71,24665,21,24686
2014,3,Chaco,398,14731,41934,5428,1274,5,0,0,6377,21.11,6371,36,63746
2014,3,Chubut,2013,6281,60771,34,0,0,0,0,69099,40.6,6713,2007,69137
2014,3,Córdoba,660,98992,435692,28992,18888,84,664,0,583972,54.23,585231,200,585431
2014,3,Corrientes,21,15448,41717,5181,1172,0,0,0,63539,22.79,63516,33,63549
2014,3,Entre Ríos,1709,2971,9145,12569,131,0,48,0,136796,34.98,136618,115,136733
2014,3,Formosa,2001,8323,14202,1324,85,0,0,0,25935,17.77,25873,64,25937
2014,3,Jujuy,127,10979,20216,2305,82,0,0,0,33709,18.37,33739,2,33741
2014,3,La Pampa,6458,6645,41009,24,5,4,10,0,54155,55.78,61861,564,62425
2014,3,La Rioja,10,4785,972,1337,61,0,0,0,15913,16.51,15893,23,15916
2014,3,Mendoza,35,0,167763,31,12,13,1,0,167855,32.31,166184,174,167924
2014,3,Misiones,640,13637,5351,5928,1606,0,1,0,75322,23.57,75327,0,75327
2014,3,Neuquén,1522,3099,8009,107,2865,10,27,0,8772,56.4,100099,2268,102367
2014,3,Río Negro,364,5189,86868,87,1944,8,9,0,97745,46.2,96629,1151,9778
2014,3,Salta,732,17481,66026,8314,388,0,0,0,92941,29.22,92929,25,92954
2014,3,San Juan,8,487,51276,0,0,0,0,0,51771,27.85,51031,748,51779
2014,3,San Luis,8,0,13029,0,0,3,0,0,1304,9.71,12683,363,13046
2014,3,Santa Cruz,195,1624,24248,1,1,0,0,0,26069,28.23,25664,446,2611
2014,3,Santa Fe,823,112593,357615,23962,12124,38,806,0,515368,49.2,520196,691,520887
2014,3,Santiago Del Estero,791,9914,23826,2867,142,0,0,0,3754,16.49,37539,9,37548
2014,3,Tierra Del Fuego,12,336,32348,2,0,0,0,0,32698,65.69,28037,755,28792
2014,3,Tucumán,6,32716,84668,14101,559,4,0,0,132054,33.94,131978,88,132066
2014,2,Buenos Aires,6902,162274,2288772,140226,56549,284,4309,0,2659316,55.06,2750430,14116,2764546
2014,2,Capital Federal,847,81431,1078213,87359,56004,59,6427,0,1310340,113.14,1299502,10713,1310215
2014,2,Catamarca,19,8844,13794,1915,111,0,0,0,24683,24.7,2466,23,24683
2014,2,Chaco,412,14854,4153,5418,1085,5,0,0,63304,20.96,63243,36,63279
2014,2,Chubut,2064,6582,61868,0,0,0,0,0,70514,41.41,68503,2016,70519
2014,2,Córdoba,2105,101598,429536,28698,14824,76,627,0,577464,53.45,576747,205,576952
2014,2,Corrientes,20,15563,41219,5199,956,0,0,0,62957,22.58,62925,33,62958
2014,2,Entre Ríos,2187,32781,86757,12564,1162,0,44,0,135495,34.69,135468,115,135583
2014,2,Formosa,2032,8218,13944,1321,85,0,0,0,256,17.54,25535,65,256
2014,2,Jujuy,1873,11233,18851,2305,82,0,0,0,34344,18.71,34359,2,34361
2014,2,La Pampa,7032,6761,34089,18,5,4,10,0,47919,49.71,55048,580,55628
2014,2,La Rioja,10,4785,9719,1337,61,0,0,0,15912,16.5,15889,23,15912
2014,2,Mendoza,35,6,16671,31,10,5,10,0,166807,32.1,165046,1761,166807
2014,2,Misiones,540,13644,53245,5924,1334,2,0,0,74689,23.37,74689,0,74689
2014,2,Neuquén,1531,3206,79087,92,2289,2,30,0,86237,50.84,90053,2235,92288
2014,2,Río Negro,3468,5507,84978,78,1569,2,8,0,9561,45.33,94812,1145,95957
2014,2,Salta,53,18818,6444,8293,388,0,0,0,91992,28.91,91949,25,91974
2014,2,San Juan,10,507,51129,0,0,0,0,0,51646,27.78,50891,755,51646
2014,2,San Luis,7,0,13045,0,0,1,2,0,13055,9.72,12691,364,13055
2014,2,Santa Cruz,153,1637,25374,2,0,0,0,0,27166,29.38,2671,459,27169
2014,2,Santa Fe,8515,115197,353559,23939,10058,34,792,0,512094,48.39,511753,605,512358
2014,2,Santiago Del Estero,1231,9914,23842,2867,142,0,0,0,37996,16.7,38002,9,38011
2014,2,Tierra Del Fuego,12,334,31198,2,0,0,0,0,31546,64.36,27443,766,28209
2014,2,Tucumán,6,32714,84675,14101,559,4,0,0,132059,33.94,131981,88,132069
2014,1,Buenos Aires,8469,171244,2279875,121787,38923,206,4037,0,2624542,54.57,2725732,14144,2739876
2014,1,Capital Federal,852,88826,1096050,70293,38798,55,6208,0,1301081,112.25,1289204,10714,1299918
2014,1,Catamarca,19,9147,1333,1672,64,0,0,0,24232,24.25,24209,23,24232
2014,1,Chaco,438,15849,40869,4644,741,5,0,0,62546,20.72,6252,36,62556
2014,1,Chubut,7452,10,61329,0,0,0,0,0,68791,41.24,68205,2016,70221
2014,1,Córdoba,2076,107705,423114,24112,9818,40,588,0,567453,52.52,566705,205,56691
2014,1,Corrientes,20,16357,40742,4486,630,0,0,0,62235,22.32,62203,33,62236
2014,1,Entre Ríos,2177,35206,85248,10828,746,0,43,0,134248,34.37,134216,115,134331
2014,1,Formosa,2062,8475,13685,1133,67,0,0,0,25422,17.42,25335,87,25422
2014,1,Jujuy,1832,11498,18415,2002,56,0,0,0,33803,18.42,33825,2,33827
2014,1,La Pampa,7434,6535,32501,17,5,4,10,0,46506,48.43,53601,592,54193
2014,1,La Rioja,10,5111,939,1165,35,0,0,0,15711,16.29,15688,23,15711
2014,1,Mendoza,35,6,166655,19,10,6,9,0,16674,31.91,164084,1761,165845
2014,1,Misiones,545,1446,52852,5139,958,0,0,0,73954,23.14,7395,0,7395
2014,1,Neuquén,4133,987,77148,84,1582,2,22,0,83958,49.79,88077,2303,9038
2014,1,Río Negro,467,4618,84304,73,1062,1,8,0,94736,44.91,93909,1157,95066
2014,1,Salta,53,19677,64061,7192,314,0,0,0,91297,28.7,91265,25,9129
2014,1,San Juan,531,2,51056,0,0,0,0,0,51589,27.6,50543,755,51298
2014,1,San Luis,7,3,12544,0,1,0,2,0,12557,9.35,12193,364,12557
2014,1,Santa Cruz,161,1625,24972,1,1,0,0,0,2676,28.94,26304,460,26764
2014,1,Santa Fe,8456,124468,345225,20328,6845,23,668,0,506013,47.85,506,612,506612
2014,1,Santiago Del Estero,1234,10531,22817,2422,109,0,0,0,37113,16.31,37124,9,37133
2014,1,Tierra Del Fuego,12,607,30902,6,0,0,0,0,31527,63.97,27272,766,28038
2014,1,Tucumán,6,34672,8321,11779,362,3,0,0,130032,33.42,129944,88,130032
